CHINCHINÁ; Código Establecimiento; Nombre Establecimiento; Código Sede; Nombre Sede
CHINCHINÁ;217174000432;INSTITUCION EDUCATIVA EL TREBOL;217174000211;ESCUELA NUEVA GABRIELA MISTRAL
CHINCHINÁ;217174000432;INSTITUCION EDUCATIVA EL TREBOL;217174000432;INSTITUCIÓN EDUCATIVA EL TREBOL - SEDE PRINCIPAL
CHINCHINÁ;217174000432;INSTITUCION EDUCATIVA EL TREBOL;217174000165;ESCUELA NUEVA JOSE MARIA CORDOBA
CHINCHINÁ;217174000432;INSTITUCION EDUCATIVA EL TREBOL;217174000378;ESCUELA RURAL MARCO FIDEL SUAREZ
CHINCHINÁ;217174000432;INSTITUCION EDUCATIVA EL TREBOL;217174000238;ESCUELA RURAL MIXTA BAJO ESPAÑOL
CHINCHINÁ;217174000432;INSTITUCION EDUCATIVA EL TREBOL;217174000246;ESCUELA RURAL SAN FRANCISCO
CHINCHINÁ;217174000432;INSTITUCION EDUCATIVA EL TREBOL;217174000220;ESCUELA RURAL EL TREBOL
CHINCHINÁ;217174000432;INSTITUCION EDUCATIVA EL TREBOL;217174000645;ESCUELA RURAL SANTA HELENA
CHINCHINÁ;117174000616;INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO;117174000501;FUNDACIÓN CARTON DE COLOMBIA
CHINCHINÁ;117174000616;INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO;117174000381;CENTRO EDUCATIVO JHON F. KENNEDY
CHINCHINÁ;117174000616;INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO;117174000616;INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO - SEDE PRINCIPAL
CHINCHINÁ;117174000616;INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO;117174000071;CONCENTRACIÓN GENERAL SANTANDER
LA DORADA;117380000843;INSTITUCION EDUCATIVA TÉCNICA ALFONSO LOPEZ;117380000321;ESCUELA LOS LAURELES
LA DORADA;117380000843;INSTITUCION EDUCATIVA TÉCNICA ALFONSO LOPEZ;117380000207;ESCUELA MIGUEL DE CERVANTES SAAVEDRA
LA DORADA;117380000843;INSTITUCION EDUCATIVA TÉCNICA ALFONSO LOPEZ;117380000843;INSTITUCION EDUCATIVA ALFONSO LOPEZ - SEDE PRINCIPAL
LA DORADA;117380000843;INSTITUCION EDUCATIVA TÉCNICA ALFONSO LOPEZ;117380000142;CONCENTRACION ESCOLAR LA CONCORDIA
LA DORADA;117380000843;INSTITUCION EDUCATIVA TÉCNICA ALFONSO LOPEZ;117380000118;ESCUELA LA GRAN COLOMBIA
MANZANARES;117433000379;INSTITUCION EDUCATIVA MANZANARES;117433000379;INSTITUCION EDUCATIVA MANZANARES - SEDE PRINCIPAL
MANZANARES;117433000379;INSTITUCION EDUCATIVA MANZANARES;117433000484;COLEGIO NOCTURNO FRANCISCO JOSE DE CALDAS
MANZANARES;117433000379;INSTITUCION EDUCATIVA MANZANARES;117433000336;CONCENTRACIÓN SAN LUIS GONZAGA
MANZANARES;117433000379;INSTITUCION EDUCATIVA MANZANARES;217433000080;ESCUELA NUEVA SANTA CLARA
MARQUETALIA;117444000818;INSTITUCION EDUCATIVA JUAN XXIII;117444000818;INSTITUCION EDUCATIVA JUAN XXIII - SEDE PRINCIPAL
MARQUETALIA;117444000818;INSTITUCION EDUCATIVA JUAN XXIII;117444000052;CONCENTRACIÓN ESCOLAR CERVANTES
MARQUETALIA;117444000818;INSTITUCION EDUCATIVA JUAN XXIII;117444000672;ESCUELA RURAL MIXTA LOS ANDES
MARQUETALIA;117444000818;INSTITUCION EDUCATIVA JUAN XXIII;117444000451;INSTITUTO NOCTURNO CAMILO TORRES
NEIRA;117486000877;INSTITUCION EDUCATIVA NEIRA;117486000877;INSTITUCIÓN EDUCATIVA NEIRA - SEDE PRINCIPAL
NEIRA;117486000877;INSTITUCION EDUCATIVA NEIRA;117486000028;ESCUELA JOSÉ MARÍA CÓRDOBA
NEIRA;117486000877;INSTITUCION EDUCATIVA NEIRA;117486000800;ESCUELA LA CASTELLANA
NEIRA;217486000791;INSTITUCION EDUCATIVA EL ROBLE;217486000821;ESCUELA SAN PABLO
NEIRA;217486000791;INSTITUCION EDUCATIVA EL ROBLE;217486000421;ESCUELA JUAN JOSÉ NEIRA
NEIRA;217486000791;INSTITUCION EDUCATIVA EL ROBLE;217486000090;ESCUELA MIGUEL ANGEL VILLEGAS
NEIRA;217486000791;INSTITUCION EDUCATIVA EL ROBLE;217486000791;INSTITUCION EDUCATIVA EL ROBLE - SEDE PRINCIPAL
NEIRA;217486000791;INSTITUCION EDUCATIVA EL ROBLE;217486000456;ESCUELA LA INMACULADA
NEIRA;217486000791;INSTITUCION EDUCATIVA EL ROBLE;217486000448;ESCUELA SANTA ELENA
NEIRA;217486000791;INSTITUCION EDUCATIVA EL ROBLE;217486000286;ESCUELA ATANASIO GIRARDOT
NEIRA;217486000791;INSTITUCION EDUCATIVA EL ROBLE;217486000324;ESCUELA RAFAEL REYES
NEIRA;217486000791;INSTITUCION EDUCATIVA EL ROBLE;217486000308;ESCUELA SAN LUIS GONZAGA
NEIRA;217486000651;INSTITUCION EDUCATIVA PUEBLO RICO;217486000651;INSTITUCION EDUCATIVA PUEBLO RICO - SEDE PRINCIPAL
NEIRA;217486000651;INSTITUCION EDUCATIVA PUEBLO RICO;217486000235;ESCUELA SANTA CECILIA
NEIRA;217486000651;INSTITUCION EDUCATIVA PUEBLO RICO;217486000332;ESCUELA SANTA INÉS
NEIRA;217486000651;INSTITUCION EDUCATIVA PUEBLO RICO;217486000081;ESCUELA JUAN XXIII
NEIRA;217486000651;INSTITUCION EDUCATIVA PUEBLO RICO;217486000316;ESCUELA EMIGDIO MARÍN
NEIRA;217486000651;INSTITUCION EDUCATIVA PUEBLO RICO;217486000278;ESCUELA LAS AMÉRICAS
NEIRA;217486000651;INSTITUCION EDUCATIVA PUEBLO RICO;217486000103;ESCUELA PABLO VI
PÁCORA;117513000469;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAN JOSE;117513000469;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAN JOSE - SEDE PRINCIPAL
PÁCORA;117513000469;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAN JOSE;117513000477;ESCUELA ANEXA A LA NORMAL SAN JOSE
PÁCORA;217513000561;INSTITUCION EDUCATIVA MARISCAL ROBLEDO;217513000561;INSTITUCION EDUCATIVA MARISCAL ROBLEDO - SEDE PRINCIPAL
PÁCORA;217513000561;INSTITUCION EDUCATIVA MARISCAL ROBLEDO;217513000196;ESCUELA RURAL JORGE ROBLEDO
PÁCORA;217513000561;INSTITUCION EDUCATIVA MARISCAL ROBLEDO;217513000358;CENTRO EDUCATIVO EL RODEO
PÁCORA;217513000561;INSTITUCION EDUCATIVA MARISCAL ROBLEDO;217513000081;ESCUELA RURAL SAN JUAN BOSCO
PÁCORA;217513000561;INSTITUCION EDUCATIVA MARISCAL ROBLEDO;217513000307;CENTRO EDUCUCATIVO JUAN GREGORIO ISAZA
PÁCORA;217513000561;INSTITUCION EDUCATIVA MARISCAL ROBLEDO;217513800011;SEDE SANTA TERESITA
PALESTINA;217524000392;INSTITUCION EDUCATIVA JOSE MARIA CARBONELL;217524000392;INSTITUCION EDUCATIVA JOSE MARIA CARBONELL - SEDE PRINCIPAL
PALESTINA;217524000392;INSTITUCION EDUCATIVA JOSE MARIA CARBONELL;217524000139;CENTRO EDUCATIVO EL REPOSO
PALESTINA;217524000392;INSTITUCION EDUCATIVA JOSE MARIA CARBONELL;217524000147;ESCUELA MIXTA LOS LOBOS
PALESTINA;217524000392;INSTITUCION EDUCATIVA JOSE MARIA CARBONELL;217524000074;ESCUELA RURAL EL HIGUERON
PALESTINA;217524000392;INSTITUCION EDUCATIVA JOSE MARIA CARBONELL;217524000121;ESCUELA NUEVA LA HERMELLA
PALESTINA;217524000392;INSTITUCION EDUCATIVA JOSE MARIA CARBONELL;217524000155;ESCUELA NUEVA BUENA VISTA
PALESTINA;217524000392;INSTITUCION EDUCATIVA JOSE MARIA CARBONELL;217524000023;ESCUELA LA PLATA
PALESTINA;117524000118;INSTITUCION EDUCATIVA LA SAGRADA FAMILIA;117524000118;INSTITUCION EDUCATIVA LA SAGRADA FAMILIA - SEDE PRINCIPAL
PALESTINA;117524000118;INSTITUCION EDUCATIVA LA SAGRADA FAMILIA;117524000177;CENTRO EDUCATIVO ANTONIO NARIÑO
PALESTINA;117524000118;INSTITUCION EDUCATIVA LA SAGRADA FAMILIA;117524000169;ESCUELA POLICARPA SALAVARRIETA
PENSILVANIA;217541001360;INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA;217541001408;ESCUELA RURAL JUAN PABLO SEGUNDO
PENSILVANIA;217541001360;INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA;217541001360;INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA - SEDE PRINCIPAL
PENSILVANIA;217541001360;INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA;217541000100;CONCENTRACIÓN ESCOLAR EL HIGUERÓN
PENSILVANIA;217541001360;INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA;217541000070;ESCUELA RURAL LA ASUNCIÓN
PENSILVANIA;217541001360;INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA;217541000088;CENTRO EDUCATIVO SOLEDAD ALTA
PENSILVANIA;217541001360;INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA;217541000819;ESCUELA NUEVA ANTONIO RICAURTE
PENSILVANIA;217541001360;INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA;217541000118;ESCUELA NUEVA ALBANIA ALTA
PENSILVANIA;217541001360;INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA;217541001335;CENTRO EDUCATIVO ALBANIA BAJA
PENSILVANIA;217541001360;INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA;217541000223;ESCUELA NUEVA EL JARDIN
PENSILVANIA;217541001360;INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA;217541001599;ESCUELA NUEVA LA BAMBA
PENSILVANIA;217541001360;INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA;217541000835;ESCUELA NUEVA LA MESA
PENSILVANIA;217541001360;INSTITUCION EDUCATIVA CAMILO OLIMPO CARDONA;217541000061;ESCUELA NUEVA BARRETO
RIOSUCIO;217614000456;INSTITUCION EDUCATIVA SAN JERONIMO;217614000456;INSTITUCION EDUCATIVA SAN JERONIMO - SEDE PRINCIPAL
RIOSUCIO;217614000456;INSTITUCION EDUCATIVA SAN JERONIMO;217614000821;ESCUELA RURAL MIXTA LOMITAS
RIOSUCIO;217614000456;INSTITUCION EDUCATIVA SAN JERONIMO;217614000863;ESCUELA NUEVA SISIRRA
RIOSUCIO;217614000456;INSTITUCION EDUCATIVA SAN JERONIMO;217614001312;ESCUELA RURAL MIXTA BERMEJAL
RIOSUCIO;217614000456;INSTITUCION EDUCATIVA SAN JERONIMO;217614001151;ESCUELA RURAL MIXTA EL ROBLE
RIOSUCIO;217614000456;INSTITUCION EDUCATIVA SAN JERONIMO;217614000804;ESCUELA RURAL MIXTA COSTA RICA
RIOSUCIO;217614000456;INSTITUCION EDUCATIVA SAN JERONIMO;217614000570;CENTRO DOCENTE SERAFIN LEON
RISARALDA;217616000046;INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ;217616000020;ESCUELA LA BOHEMIA
RISARALDA;217616000046;INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ;217616000071;ESCUELA LA ESPERANZA
RISARALDA;217616000046;INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ;217616000038;ESCUELA LA MIRANDA
RISARALDA;217616000046;INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ;217616000101;ESCUELA LA PIEL ROJA
RISARALDA;217616000046;INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ;217616000488;QUIEBRA DE VARILLAS
RISARALDA;217616000046;INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ;217616000674;ESCUELA INDIGENA TAMANIZA
RISARALDA;217616000046;INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ;217616000160;ESCUELA. POLICARPA SALAVARRIETA
RISARALDA;217616000046;INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ;217616000046;INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ - SEDE PRINCIPAL
RISARALDA;217616000046;INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ;217616000119;ESCUELA EL CAIRO
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662000093;INSTITUCION EDUCATIVA ENCIMADAS - SEDE PRINCIPAL
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662000158;ESCUELA RURAL GUACAMAYAL
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662001413;ESCUELA NUEVA LA ARGELIA
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662000123;ESCUELA RURAL MIXTA LA MANUELITA
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662002738;ESCUELA NUEVA PICHÍNCHE
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662002321;ESCUELA SAN FRANCISCO DE ASIS
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662000808;ESCUELA LA CRISTALINA
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662000794;ESCUELA NUEVA LA RETIRADA
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662000930;ESCUELA RURAL YARUMALITO
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662002533;ESCUELA MONTEBELLO
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662002550;ESCUELA NUEVA EL QUINDÍO
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662000280;ESCUELA NUEVA LA SOMBRA
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662000409;ESCUELA RURAL VIBORAL
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662000417;COLEGIO LA AURORA
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662000085;ESCUELA NUEVA EL CONSUELO
SAMANÁ;217662000093;INSTITUCION EDUCATIVA ENCIMADAS;217662002045;COLEGIO RURAL LA ESMERALDA
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000107;ESCUELA MIXTA BALCONES
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000115;ESCUELA RURAL MIXTA COSTA RICA ALTA
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000697;ESCUELA NUEVA LA PAZ
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000557;ESCUELA LA PLANTA
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000255;CENTRO EDUCATIVO LAS MERCEDES
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000352;ESCUELA NUEVA SEGOVIA
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000298;COLEGIO ALEJANDRO GUTIERREZ
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000832;ESCUELA CAMPAMENTTO
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662001014;ESCUELA RURAL CAMPO ALEGRE
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000051;ESCUELA RURAL MIXTA CUATRO ESQUINAS
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000883;ESCUELA RURAL MIXTA CAÑAVERAL
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000361;ESCUELA NUEVA GUADUALEJO
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000565;ESCUELA NUEVA EL CASTILLO
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000816;ESCUELA RURAL PEKÍN
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662001472;ESCUELA RURAL MIXTA SASAIMA
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000395;CENTRO EDUCATIVO ISABEL LA CATÓLICA
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662001090;ESCUELA LA FLORIDA
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662001430;ESCUELA RURAL MIXTA LA RICA
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662001677;ESCUELA RURAL SAN LUIS
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000913;ESCUELA SAN AGUSTÍN
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000701;INSTITUCION EDUCATIVA LA PALMA - SEDE PRINCIPAL
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000344;ESCUELA NUEVA EL BRASIL
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662001740;ESCUELA RURAL EL ARREBOL
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662002517;ESCUELA RURAL TESORITOS
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000310;ESCUELA RURAL LA QUINTA
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000221;ESCUELA NUEVA JORGE ISAAC
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662002835;ESCUELA RURAL EL CONVENIO
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662001502;ESCUELA RURAL LA CUMBRE
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662002029;ESCUELA NUEVA LA QUIEBRA
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662002703;ESCUELA NUEVA EL NARANJO
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO - SEDE PRINCIPAL
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000328;COLEGIO GENERAL PÁEZ
SAMANÁ;217662000778;INSTITUCION EDUCATIVA RANCHO LARGO;217662000263;ESCUELA RURAL NARANJAL
SUPÍA;217777000089;INSTITUCION EDUCATIVA CAÑAMOMO Y LOMAPRIETA;217777000089;INSTITUCION EDUCATIVA CAÑAMOMO Y LOMAPRIETA - SEDE PRINCIPAL
SUPÍA;217777000089;INSTITUCION EDUCATIVA CAÑAMOMO Y LOMAPRIETA;217777000208;SEDE GUAMAL
SUPÍA;217777000089;INSTITUCION EDUCATIVA CAÑAMOMO Y LOMAPRIETA;217777000127;SEDE ALTO SEVILLA
SUPÍA;217777000089;INSTITUCION EDUCATIVA CAÑAMOMO Y LOMAPRIETA;217777000011;SEDE SAN PABLO
SUPÍA;217777000089;INSTITUCION EDUCATIVA CAÑAMOMO Y LOMAPRIETA;217777000259;SEDE DOSQUEBRADAS
SUPÍA;217777000089;INSTITUCION EDUCATIVA CAÑAMOMO Y LOMAPRIETA;217777000712;SEDE TIZAMAR
SUPÍA;217777000089;INSTITUCION EDUCATIVA CAÑAMOMO Y LOMAPRIETA;217777000046;SEDE SAN CAYETANO
SUPÍA;217777000089;INSTITUCION EDUCATIVA CAÑAMOMO Y LOMAPRIETA;217777000461;SEDE EL BRASIL
VICTORIA;217867000061;INSTITUCION EDUCATIVA CAÑAVERAL;217867000088;MARCO FIDEL SUAREZ
VICTORIA;217867000061;INSTITUCION EDUCATIVA CAÑAVERAL;217867000061;INSTITUCION EDUCATIVA CAÑAVERAL - SEDE PRINCIPAL
VICTORIA;217867000061;INSTITUCION EDUCATIVA CAÑAVERAL;217867000134;ESCUELA RURAL FIERRITOS
VICTORIA;217867000061;INSTITUCION EDUCATIVA CAÑAVERAL;217867000266;ESCUELA RURAL SAN LORENZO
VICTORIA;217867000061;INSTITUCION EDUCATIVA CAÑAVERAL;217867000053;ESCUELA RURAL DOÑA JUANA ALTA
VICTORIA;217867000061;INSTITUCION EDUCATIVA CAÑAVERAL;217867000274;ESCUELA RURAL CORINTO
VICTORIA;217867000061;INSTITUCION EDUCATIVA CAÑAVERAL;217867000118;ESCUELA RURAL LA ITALIA
VICTORIA;217867000061;INSTITUCION EDUCATIVA CAÑAVERAL;217867000401;ESCUELA RURAL BELLAVISTA
VICTORIA;217867000061;INSTITUCION EDUCATIVA CAÑAVERAL;217867000070;LA MIEL ALTA
VILLAMARÍA;217873000090;INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO;217873000090;INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL
VILLAMARÍA;217873000090;INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO;217873000049;ESCUELA RURAL NAZARIO RESTREPO
VILLAMARÍA;217873000090;INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO;217873000740;ESCUELA RURAL ASPAR
VILLAMARÍA;217873000090;INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO;217873000057;ESCUELA RURAL MONTAÑO
VILLAMARÍA;217873000090;INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO;117873000869;ESCUELA SANTA ANA
VILLAMARÍA;217873000090;INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO;217873000405;CENTRO DOCENTE DOCE DE OCTUBRE
VILLAMARÍA;117873000982;INSTITUCION EDUCATIVA SAN PEDRO CLAVER;117873000982;INSTITUCION EDUCATIVA SAN PEDRO CLAVER - SEDE PRINCIPAL
VILLAMARÍA;117873000982;INSTITUCION EDUCATIVA SAN PEDRO CLAVER;117873000338;ESCUELA POLICARPA SALAVARRIETA
VILLAMARÍA;217873000499;INSTITUCION EDUCATIVA FORTUNATO GAVIRIA BOTERO;217873000367;ESCUELA RURAL MIXTA BAJO COROZAL
VILLAMARÍA;217873000499;INSTITUCION EDUCATIVA FORTUNATO GAVIRIA BOTERO;217873000154;ESCUELA NUEVA MIRAFLORES
VILLAMARÍA;217873000499;INSTITUCION EDUCATIVA FORTUNATO GAVIRIA BOTERO;217873000065;ESCUELA RURAL BAJO VILLARAZO
VILLAMARÍA;217873000499;INSTITUCION EDUCATIVA FORTUNATO GAVIRIA BOTERO;217873000022;ESCUELA RURAL ALTO VILLARAZO
VILLAMARÍA;217873000499;INSTITUCION EDUCATIVA FORTUNATO GAVIRIA BOTERO;217873000499;INSTITUCION EDUCATIVA FORTUNATO GAVIRIA BOTERO - SEDE PRINCIPAL
VILLAMARÍA;217873000499;INSTITUCION EDUCATIVA FORTUNATO GAVIRIA BOTERO;217873000511;ESCUELA NUEVA LA PRIMAVERA
VILLAMARÍA;217873000499;INSTITUCION EDUCATIVA FORTUNATO GAVIRIA BOTERO;217873000294;ESCUELA TRECE DE MAYO
VILLAMARÍA;217873000499;INSTITUCION EDUCATIVA FORTUNATO GAVIRIA BOTERO;217873000138;ESCUELA NUEVA RIO CLARO
VILLAMARÍA;217873000499;INSTITUCION EDUCATIVA FORTUNATO GAVIRIA BOTERO;217873000014;ESCUELA SIMON BOLIVAR
ANSERMA;217042000913;INSTITUCION EDUCATIVA EL HORRO;217042000212;SEDE GENERAL SANTANDER
ANSERMA;217042000913;INSTITUCION EDUCATIVA EL HORRO;217042000255;SEDE VILLA OROZCO
ANSERMA;217042000913;INSTITUCION EDUCATIVA EL HORRO;217042000786;SEDE LA ARBOLEDA
ANSERMA;217042000913;INSTITUCION EDUCATIVA EL HORRO;217042000131;SEDE CHAPATA
ANSERMA;217042000913;INSTITUCION EDUCATIVA EL HORRO;217042000247;SEDE EL PARAISO
ANSERMA;217042000913;INSTITUCION EDUCATIVA EL HORRO;217042001049;SEDE JORGE ROBLEDO
ANSERMA;217042000913;INSTITUCION EDUCATIVA EL HORRO;217042000646;SEDE ANZEA
ANSERMA;217042000913;INSTITUCION EDUCATIVA EL HORRO;217042000239;SEDE SORIA
ANSERMA;217042000913;INSTITUCION EDUCATIVA EL HORRO;217042000913;INSTITUCION EDUCATIVA EL HORRO - SEDE PRINCIPAL
CHINCHINÁ;217174000262;INSTITUCION EDUCATIVA NARANJAL;217174000262;INSTITUCION EDUCATIVA NARANJAL - SEDE PRINCIPAL
CHINCHINÁ;217174000262;INSTITUCION EDUCATIVA NARANJAL;217174000084;ESCUELA ANTONIO NARIÑO
CHINCHINÁ;217174000262;INSTITUCION EDUCATIVA NARANJAL;217174000092;ESCUELA MANUELA BELTRAN
CHINCHINÁ;217174000262;INSTITUCION EDUCATIVA NARANJAL;217174000190;ESCUELA SAN LUIS
CHINCHINÁ;217174000262;INSTITUCION EDUCATIVA NARANJAL;217174000394;ESCUELA SAN MARTIN DE PORRES
CHINCHINÁ;217174000262;INSTITUCION EDUCATIVA NARANJAL;217174000181;ESCUELA ALTAMIRA
CHINCHINÁ;217174000262;INSTITUCION EDUCATIVA NARANJAL;217174000173;ESCUELA SIMON BOLIVAR
CHINCHINÁ;217174000262;INSTITUCION EDUCATIVA NARANJAL;217174000769;EL REPOSO
CHINCHINÁ;217174000262;INSTITUCION EDUCATIVA NARANJAL;217174000777;CRUCETAS
MARMATO;217442000246;INSTITUCION EDUCATIVA GENERAL RAMON MARIN;217442000246;INSTITUCION EDUCATIVA GENERAL RAMON MARIN - SEDE PRINCIPAL
MARMATO;217442000246;INSTITUCION EDUCATIVA GENERAL RAMON MARIN;217442000017;ESCUELA JOSE ANTONIO GALAN
NEIRA;217486000723;INSTITUCION EDUCATIVA LLANOGRANDE;217486000723;INSTITUCION EDUCATIVA MIXTO LLANOGRANDE - SEDE PRINCIPAL
NEIRA;217486000723;INSTITUCION EDUCATIVA LLANOGRANDE;217486000600;ESCUELA JUAN PABLO I
NEIRA;217486000723;INSTITUCION EDUCATIVA LLANOGRANDE;217486000464;ESCUELA SAN JUAN BAUTISTA
NEIRA;217486000723;INSTITUCION EDUCATIVA LLANOGRANDE;217486000260;ESCUELA FRANCISCO DE PAULA SANTANDER
NEIRA;217486000723;INSTITUCION EDUCATIVA LLANOGRANDE;217486000511;ESCUELA ANTONIO RICAUTE
NEIRA;217486000723;INSTITUCION EDUCATIVA LLANOGRANDE;217486000251;ESCUELA MANUELA BELTRÁN
NEIRA;217486000723;INSTITUCION EDUCATIVA LLANOGRANDE;217486000294;ESCUELA JOSÉ MARÍA CARBONELL
NEIRA;217486000723;INSTITUCION EDUCATIVA LLANOGRANDE;217486000073;ESCUELA GABRIELA MISTRAL
NEIRA;217486000723;INSTITUCION EDUCATIVA LLANOGRANDE;217486000375;ESCUELA MARÍA MAGDALENA
NEIRA;217486000723;INSTITUCION EDUCATIVA LLANOGRANDE;217486000243;ESCUELA LA ASUNCIÓN
NEIRA;217486000723;INSTITUCION EDUCATIVA LLANOGRANDE;217486000057;ESCUELA JHON KENNEDY
NEIRA;217486000723;INSTITUCION EDUCATIVA LLANOGRANDE;217486000341;ESCUELA CAMILO TORRES
PENSILVANIA;217541000851;INSTITUCION EDUCATIVA FRANCISCO JULIAN OLAYA;217541000029;ESCUELA RURAL GUAYAQUIL
