CHINCHINÁ; Código Establecimiento; Nombre Establecimiento; Código Sede; Nombre Sede
SUPÍA;117777000734;INSTITUCION EDUCATIVA SUPIA;117777000378;INSTITUTO NOCTURNO SUPIA
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000151;INSTITUCIÓN EDUCATIVA HOJAS ANCHAS - SEDE PRINCIPAL
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000224;ESCUELA RURAL LA ARGENTINA
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000232;ESCUELA RURAL EL CONTENTO
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000470;ESCUELA RURAL CARACOLI
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000275;ESCUELA RURAL LA QUINTA
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000119;ESCUELA RURAL LA TORRE
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000194;ESCUELA RURAL EL RODEO
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000291;ESCUELA RURAL MURILLO
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000135;ESCUELA RURAL BAJO SAN FRANCISCO
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000305;CENTRO EDUCATIVO LA LOMA
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000143;ESCUELA RURAL ANTONIO NARIÑO
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000178;ESCUELA RURAL LA AMALIA
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000216;ESCUELA RURAL CABUYAL
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000402;ESCUELA RURAL LA DIVISA
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000267;ESCUELA RURAL LA BODEGA
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000569;ESCUELA RURAL MARIA PIZARRO
SUPÍA;217777000151;INSTITUCION EDUCATIVA HOJAS ANCHAS;217777000666;ESCUELA RURAL SAN JOAQUIN
VICTORIA;117867000164;INSTITUCION EDUCATIVA SAN PABLO;117867000164;INSTITUCION EDUCATIVA SAN PABLO - SEDE PRINCIPAL
VICTORIA;117867000164;INSTITUCION EDUCATIVA SAN PABLO;217867000142;ESCUELA RURAL EL LLANO
VICTORIA;117867000164;INSTITUCION EDUCATIVA SAN PABLO;217867000126;ESCUELA RURAL MARZALA
VICTORIA;117867000164;INSTITUCION EDUCATIVA SAN PABLO;217867000029;ESCUELA RURAL SANTA ISABEL
VICTORIA;117867000164;INSTITUCION EDUCATIVA SAN PABLO;217867000282;ESCUELA RURAL DOÑA JUANA BAJA
VICTORIA;117867000164;INSTITUCION EDUCATIVA SAN PABLO;217867000100;ESCUELA RURAL ANTONIO NARIÑO
VICTORIA;117867000164;INSTITUCION EDUCATIVA SAN PABLO;117867000172;ESCUELA SANTA CECILIA
VITERBO;117877000103;INSTITUCION EDUCATIVA LA MILAGROSA;117877000103;INSTITUCION EDUCATIVA LA MILAGROSA - SEDE PRINCIPAL
VITERBO;117877000103;INSTITUCION EDUCATIVA LA MILAGROSA;117877000065;ESCUELA SEÑORA DE FÁTIMA
VITERBO;117877000103;INSTITUCION EDUCATIVA LA MILAGROSA;117877000057;CONCENTRACIÓN ESCOLAR RAFAEL POMBO
VITERBO;117877000103;INSTITUCION EDUCATIVA LA MILAGROSA;117877000022;COLEGIO FELIX VELEZ GONZALEZ
VITERBO;117877000103;INSTITUCION EDUCATIVA LA MILAGROSA;117877000243;ESCUELA LA MILAGROSA
ANSERMA;217042000166;INSTITUCION EDUCATIVA GOMEZ FERNANDEZ;217042000166;INSTITUCION EDUCATIVA GOMEZ FERNANDEZ - SEDE PRINCIPAL
ANSERMA;217042000166;INSTITUCION EDUCATIVA GOMEZ FERNANDEZ;217042000280;MARTIN DE AMOROTO
ANSERMA;217042000166;INSTITUCION EDUCATIVA GOMEZ FERNANDEZ;217042000221;EL CARMELO
ANSERMA;217042000166;INSTITUCION EDUCATIVA GOMEZ FERNANDEZ;217042000301;FRANCISCO DE FRIAS
ANSERMA;217042000166;INSTITUCION EDUCATIVA GOMEZ FERNANDEZ;217042000697;JOSEFA BECERRA
ANSERMA;217042000166;INSTITUCION EDUCATIVA GOMEZ FERNANDEZ;217042000361;EL POBLADO
ANSERMA;217042000166;INSTITUCION EDUCATIVA GOMEZ FERNANDEZ;217042000930;VILLA DEL CARMEN
ANSERMA;217042000166;INSTITUCION EDUCATIVA GOMEZ FERNANDEZ;217042000191;VERGEL ALTO
ANSERMA;217042000107;INSTITUCION EDUCATIVA OCUZCA;217042000107;INSTITUCION EDUCATIVA OCUZCA - SEDE PRINCIPAL
ANSERMA;217042000107;INSTITUCION EDUCATIVA OCUZCA;217042000085;ACONCHARA
ANSERMA;217042000107;INSTITUCION EDUCATIVA OCUZCA;217042000123;AGUABONITA
ANSERMA;217042000107;INSTITUCION EDUCATIVA OCUZCA;217042000590;ALVARO DE MENDOZA
ANSERMA;217042000107;INSTITUCION EDUCATIVA OCUZCA;217042000387;ANDRÉS MERCADO
ANSERMA;217042000107;INSTITUCION EDUCATIVA OCUZCA;217042000042;ANTONIA SANTOS
ANSERMA;217042000107;INSTITUCION EDUCATIVA OCUZCA;217042000395;CAMPOALEGRE
ANSERMA;217042000107;INSTITUCION EDUCATIVA OCUZCA;217042000182;CHAVARQUÍA
ANSERMA;217042000107;INSTITUCION EDUCATIVA OCUZCA;217042000603;JUAN BAUTISTA SARDELLA
ANSERMA;217042000107;INSTITUCION EDUCATIVA OCUZCA;417042001072;LA MAGDALENA
ANSERMA;217042000107;INSTITUCION EDUCATIVA OCUZCA;217042000760;LA TOLDA
ANSERMA;217042000107;INSTITUCION EDUCATIVA OCUZCA;217042000751;TABLA ROJA
ANSERMA;217042000417;INSTITUCION EDUCATIVA JERONIMO DE TEJELO;217042000417;INSTITUCION EDUCATIVA JERONIMO DE TEJELO - SEDE PRINCIPAL
ANSERMA;217042000417;INSTITUCION EDUCATIVA JERONIMO DE TEJELO;217042000069;CRISTOBAL COLÓN
ANSERMA;217042000417;INSTITUCION EDUCATIVA JERONIMO DE TEJELO;217042001057;MORRO AZUL
ANSERMA;217042000417;INSTITUCION EDUCATIVA JERONIMO DE TEJELO;217042000140;SAN LUIS
ANSERMA;217042000417;INSTITUCION EDUCATIVA JERONIMO DE TEJELO;217042000620;DIEGO DE MENDOZA
ANSERMA;217042000417;INSTITUCION EDUCATIVA JERONIMO DE TEJELO;217042000441;LAS MERCEDES
ARANZAZU;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050000116;CENTRO EDUCATIVO CAMPO ALEGRE
ARANZAZU;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050000060;ESCUELA RURAL BUENOS AIRES
ARANZAZU;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050000477;ESCUELA RURAL SANTA CECILIA
ARANZAZU;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO - SEDE PRINCIPAL
ARANZAZU;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050000345;ESCUELA RURAL CAMELIA BAJA
ARANZAZU;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050000248;ESCUELA RURAL PIO XII
ARANZAZU;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050000396;INSTITUCION EDUCATIVA DIVINO NIÑO
ARANZAZU;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050000451;ESCUELA RURAL SANTACRUZ
ARANZAZU;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050000043;ESCUELA RURAL LA FLORESTA
ARANZAZU;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050000221;ESCUELA RURAL ANTONIA SANTOS
ARANZAZU;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050000361;ESCUELA RURAL EL ROCIO
ARANZAZU;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050000078;ESCUELA RURAL BUENAVISTA
ARANZAZU;217050000175;INSTITUCION EDUCATIVA JUAN CRISOSTOMO OSORIO;217050000141;ESCUELA RURAL SANTA TERESITA
MANZANARES;217433000098;INSTITUCION EDUCATIVA ROMERAL;217433000764;ESCUELA RURAL MIXTA CAMPIÑA
MANZANARES;217433000098;INSTITUCION EDUCATIVA ROMERAL;217433000021;ESCUELA RURAL LA MIEL
MANZANARES;217433000098;INSTITUCION EDUCATIVA ROMERAL;217433000837;ESCUELA NUEVA EL CASTILLO
MANZANARES;217433000098;INSTITUCION EDUCATIVA ROMERAL;217433000128;ESCUELA NUEVA QUEBRADITAS
MANZANARES;217433000098;INSTITUCION EDUCATIVA ROMERAL;217433000098;INSTITUCION EDUCATIVA ROMERAL - SEDE PRINCIPAL
MANZANARES;217433000098;INSTITUCION EDUCATIVA ROMERAL;217433000110;INSTITUCIÓN EDUCATIVA LA UNIÓN
MARMATO;217442000041;INSTITUCION EDUCATIVA CABRAS;217442000190;ESCUELA LA LOMA
MARMATO;217442000041;INSTITUCION EDUCATIVA CABRAS;217442000165;ESCUELA LA PORTADA
MARMATO;217442000041;INSTITUCION EDUCATIVA CABRAS;217442000149;ESCUELA GUADUALEJO
MARMATO;217442000041;INSTITUCION EDUCATIVA CABRAS;217442000041;INSTITUCION EDUCATIVA CABRAS - SEDE PRINCIPAL
MARMATO;217442000041;INSTITUCION EDUCATIVA CABRAS;217442000297;ESCUELA CONCHARI
MARQUETALIA;117444000044;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SENORA DE LA CANDELARIA;117444000044;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SENORA DE LA CANDELARIA - SEDE PRINCIPAL
MARQUETALIA;117444000044;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SENORA DE LA CANDELARIA;117444000061;ESCUELA ANEXA SANTA MONICA
MARQUETALIA;117444000044;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SENORA DE LA CANDELARIA;117444000532;ESCUELA SAN VICENTE
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000197;CENTRO EDUCATIVO GUARINO GUAMO
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000154;ESCUELA EL ROSARIO
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000499;ESCUELA RURAL EL PALMAR
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000693;ESCUELA ALTO BONITO
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE - SEDE PRINCIPAL
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000014;ESCUELA RULAR SANTA ELENA
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000120;ESCUELA RURAL EL VERGEL
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000308;ESCUELA RURAL SAN ROQUE
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000740;ESCUELA RURAL LA BELLA
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000588;ESCUELA GUARINO SAN ROQUE
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000685;ESCUELA RURAL LA MIRLA
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000189;ESCUELA RURAL GUACAS
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000367;ESCUELA RURAL GANCHO
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000324;ESUELA LA MOSCOVITA
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000111;ESCUELA RURAL EL RETIRO
MARQUETALIA;217444000821;INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE;217444000634;ESCUELA RURAL SAN PABLO
NEIRA;217486000391;INSTITUCION EDUCATIVA PIO XII;217486000391;INSTITUCION EDUCATIVA PIO XII - SEDE PRINCIPAL
NEIRA;217486000391;INSTITUCION EDUCATIVA PIO XII;217486000839;ESCUELA MIGUEL DE CERVANTES SAAVEDRA
NEIRA;217486000391;INSTITUCION EDUCATIVA PIO XII;217486000413;ESCUELA LA GRAN COLOMBIA
NEIRA;217486000391;INSTITUCION EDUCATIVA PIO XII;217486000707;ESCUELA JESÚS ANTONIO CARDONA
NEIRA;217486000391;INSTITUCION EDUCATIVA PIO XII;217486000545;ESCUELA SANTA TERESA DE JESÚS
NEIRA;217486000391;INSTITUCION EDUCATIVA PIO XII;217486000472;ESCUELA MERCEDES ABREGO
NEIRA;217486000391;INSTITUCION EDUCATIVA PIO XII;217486000146;ESCUELA SIMÓN BOLIVAR
NEIRA;217486000391;INSTITUCION EDUCATIVA PIO XII;217486000197;ESCUELA MARCO FIDEL SUAREZ
NEIRA;217486000391;INSTITUCION EDUCATIVA PIO XII;217486000855;ESCUELA SANTA LUCIA
PALESTINA;217524000236;INSTITUCION EDUCATIVA CARTAGENA;217524000236;INSTITUCIÓN EDUCATIVA CARTAGENA - SEDE PRINCIPAL
PALESTINA;217524000236;INSTITUCION EDUCATIVA CARTAGENA;217524000228;ESCUELA RURAL EL SALADO
PALESTINA;217524000236;INSTITUCION EDUCATIVA CARTAGENA;217524000066;ESCUELA NUEVA LA INQUISICIÓN
PALESTINA;217524000236;INSTITUCION EDUCATIVA CARTAGENA;217524000287;ESCUELA RURAL MIXTA VENTIADEROS
PALESTINA;217524000236;INSTITUCION EDUCATIVA CARTAGENA;217524000325;CENTRO EDUCATIVO LA MERCED ALTA
PENSILVANIA;217541000355;INSTITUCION EDUCATIVA SANTA RITA;217541000240;ESCUELA NUEVA LOS POMOS
PENSILVANIA;217541000355;INSTITUCION EDUCATIVA SANTA RITA;217541000428;ESCUELA MARIA TENERIFE
PENSILVANIA;217541000355;INSTITUCION EDUCATIVA SANTA RITA;217541000355;INSTITUCIÓN EDUCATIVA SANTA RITA - SEDE PRINCIPAL
PENSILVANIA;217541000355;INSTITUCION EDUCATIVA SANTA RITA;217541000541;ESCUELA RURAL PABLO EMILIO DUQUE
PENSILVANIA;217541000355;INSTITUCION EDUCATIVA SANTA RITA;217541000525;ESCUELA RURAL MISAEL PASTRANA BORRERO
PENSILVANIA;217541000355;INSTITUCION EDUCATIVA SANTA RITA;217541000339;ESCUELA RURAL LA MARINA
PENSILVANIA;217541000355;INSTITUCION EDUCATIVA SANTA RITA;217541001050;ESCUELA RURAL LOS MEDIOS
PENSILVANIA;217541000355;INSTITUCION EDUCATIVA SANTA RITA;217541000321;ESCUELA RURAL SANTA ANA
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000285;SEDE EN MEDIO DE LOS RIOS
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000021;SEDE ALVARO SERNA BOTERO
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000960;SEDE EL CHAMIZO
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000617;SEDE LAS DELGADITAS
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653001087;SEDE EL CARRETERO
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000579;SEDE LOS ANGELES
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000374;SEDE ELADIA MEJIA 
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000358;SEDE LOS MANGOS
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000340;SEDE CALENTADEROS
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000587;SEDE GUAYABAL
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000145;SEDE LA FLORA
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653001061;SEDE LA INDIA
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000323;SEDE LA LOMA
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000625;INSTITUCIÓN EDUCATIVA EL PERRO - SEDE PRINCIPAL
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000421;SEDE AMOLADORA GRANDE
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000331;SEDE AMOLADORAPEQUEÑA
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000382;SEDE LOS NARANJOS
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000927;SEDE LA ALBANIA
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000030;SEDE SAN DIEGO
SALAMINA;217653000625;INSTITUCION EDUCATIVA EL PERRO;217653000099;SEDE LOS LIMONES
SAMANÁ;217662001952;INSTITUCION EDUCATIVA BERLIN;217662001952;INSTITUCION EDUCATIVA BERLIN - SEDE PRINCIPAL
SAMANÁ;217662001952;INSTITUCION EDUCATIVA BERLIN;217662000603;ESCUELA CRISTOBAL COLÓN
SAMANÁ;217662001952;INSTITUCION EDUCATIVA BERLIN;217662001987;ESCUELA RURAL MIXTA ALTO SAN JUÁN
SAMANÁ;217662001952;INSTITUCION EDUCATIVA BERLIN;217662000867;ESCUELA RURAL MIXTA BUENA VISTA ALTA
SAMANÁ;217662001952;INSTITUCION EDUCATIVA BERLIN;217662002789;ESCUELA RURAL MIXTA LA BALSA
SAMANÁ;217662001952;INSTITUCION EDUCATIVA BERLIN;217662001006;ESCUELA NUEVA LA MENCIA
SAMANÁ;217662001952;INSTITUCION EDUCATIVA BERLIN;217662002657;ESCUELA RURAL ROMAZONES
SUPÍA;117777000432;INSTITUCION EDUCATIVA SAN VICTOR;217777000313;ESCUELA MARISCAL ROBLEDO
SUPÍA;117777000432;INSTITUCION EDUCATIVA SAN VICTOR;117777000432;INSTITUCION EDUCATIVA SAN VICTOR - SEDE PRINCIPAL
VILLAMARÍA;117873000168;INSTITUCION EDUCATIVA GERARDO ARIAS RAMIREZ;117873000168;INSTITUCION EDUCATIVA GERARDO ARIAS RAMIREZ - SEDE PRINCIPAL
VILLAMARÍA;117873000168;INSTITUCION EDUCATIVA GERARDO ARIAS RAMIREZ;117873000320;ESCUELA JHON F. KENNEDY
VILLAMARÍA;117873000168;INSTITUCION EDUCATIVA GERARDO ARIAS RAMIREZ;217873000251;CENTRO DOCENTE LA FLORESTA
VILLAMARÍA;217873000375;INSTITUCION EDUCATIVA COLOMBIA;217873000375;INSTITUCION EDUCATIVA COLOMBIA - SEDE PRINCIPAL
VILLAMARÍA;217873000375;INSTITUCION EDUCATIVA COLOMBIA;217873000278;ESCUELA RURAL SANTO DOMINGO
VILLAMARÍA;217873000375;INSTITUCION EDUCATIVA COLOMBIA;217873000715;ESCUELA RURAL POTOSI
VILLAMARÍA;217873000375;INSTITUCION EDUCATIVA COLOMBIA;217873000219;CENTRO EDUCATIVO ANTONIO NARIÑO
VILLAMARÍA;217873000375;INSTITUCION EDUCATIVA COLOMBIA;217873000260;ESCUELA RURAL MARIA REINA
VILLAMARÍA;217873000375;INSTITUCION EDUCATIVA COLOMBIA;217873000081;ESCUELA ALTO EL CASTILLO
VILLAMARÍA;217873000375;INSTITUCION EDUCATIVA COLOMBIA;217873000936;ESCUELA RURAL MARIA AUXILIADORA
VILLAMARÍA;217873000375;INSTITUCION EDUCATIVA COLOMBIA;217873000286;ESCUELA RURAL VALLES
VILLAMARÍA;217873000375;INSTITUCION EDUCATIVA COLOMBIA;217873000111;ESCUELA RURAL LONDOÑO JARAMILLO
VITERBO;217877000086;INSTITUCION EDUCATIVA EL SOCORRO;217877000078;ESCUELA RURAL EL PALMAR
VITERBO;217877000086;INSTITUCION EDUCATIVA EL SOCORRO;217877000256;ESCUELA RURAL BELLAVISTA
VITERBO;217877000086;INSTITUCION EDUCATIVA EL SOCORRO;217877000141;ESCUELA RURAL LA ARABIA
VITERBO;217877000086;INSTITUCION EDUCATIVA EL SOCORRO;217877000132;ESCUELA NUEVA LA MARIA
VITERBO;217877000086;INSTITUCION EDUCATIVA EL SOCORRO;217877000175;ESCUELA RURAL CHANGUI
VITERBO;217877000086;INSTITUCION EDUCATIVA EL SOCORRO;217877000043;ESCUELA RURAL LA TESALIA
VITERBO;217877000086;INSTITUCION EDUCATIVA EL SOCORRO;217877000086;INSTITUCION EDUCATIVA EL SOCORRO - SEDE PRINCIPAL
VITERBO;217877000086;INSTITUCION EDUCATIVA EL SOCORRO;217877000124;ESCUELA RURAL LA ALSACIA
VITERBO;217877000086;INSTITUCION EDUCATIVA EL SOCORRO;217877000027;ESCUELA RURAL EL PORVENIR
VITERBO;217877000086;INSTITUCION EDUCATIVA EL SOCORRO;217877000167;ESCUELA NUEVA CANAAN
VITERBO;217877000086;INSTITUCION EDUCATIVA EL SOCORRO;217877000035;ESCUELA RURAL EL GRANADILLO
VITERBO;217877000086;INSTITUCION EDUCATIVA EL SOCORRO;217877000183;ESCUELA RURAL LA LINDA
AGUADAS;217013000742;INSTITUCION EDUCATIVA LA MERMITA;217013000742;INSTITUCION EDUCATIVA LA MERMITA - SEDE PRINCIPAL
AGUADAS;217013000742;INSTITUCION EDUCATIVA LA MERMITA;217013000475;CAÑAVERAL
AGUADAS;217013000742;INSTITUCION EDUCATIVA LA MERMITA;217013000271;LA RUEDA
AGUADAS;217013000742;INSTITUCION EDUCATIVA LA MERMITA;217013000971;PISAMAL
AGUADAS;217013000742;INSTITUCION EDUCATIVA LA MERMITA;217013000661;GUAYABAL
AGUADAS;217013000742;INSTITUCION EDUCATIVA LA MERMITA;217013000637;GUACO
AGUADAS;217013000742;INSTITUCION EDUCATIVA LA MERMITA;217013000254;MALABRIGO
AGUADAS;217013000742;INSTITUCION EDUCATIVA LA MERMITA;217013000572;EL LLANO
AGUADAS;217013000742;INSTITUCION EDUCATIVA LA MERMITA;217013000645;GUAIMARAL
AGUADAS;217013000742;INSTITUCION EDUCATIVA LA MERMITA;217013000211;MONTERREDONDO
AGUADAS;217013000742;INSTITUCION EDUCATIVA LA MERMITA;217013000955;EL DIAMANTE
AGUADAS;217013000742;INSTITUCION EDUCATIVA LA MERMITA;217013000050;SAN MARTIN
AGUADAS;217013000742;INSTITUCION EDUCATIVA LA MERMITA;217013000530;EL POMO
AGUADAS;117013001167;INSTITUCION EDUCATIVA ESCUELA  NORMAL SUPERIOR CLAUDINA MUNERA;117013001167;INSTITUCION EDUCATIVA ESCUELA  NORMAL SUPERIOR CLAUDINA MUNERA - SEDE PRINCIPAL
AGUADAS;117013001167;INSTITUCION EDUCATIVA ESCUELA  NORMAL SUPERIOR CLAUDINA MUNERA;117013000373;ESCUELA NORMAL SUPERIOR CLAUDINA MÚNERA (ANEXA)
AGUADAS;117013001167;INSTITUCION EDUCATIVA ESCUELA  NORMAL SUPERIOR CLAUDINA MUNERA;117013001322;CENTRO DE EDUCACION CONTINUADA
AGUADAS;117013001086;INSTITUCION EDUCATIVA ROBERTO PELAEZ;117013000322;PREESCOLAR Y BASICA PRIMARIA DIVINO NIÑO
AGUADAS;117013001086;INSTITUCION EDUCATIVA ROBERTO PELAEZ;117013001086;INSTITUCION EDUCATIVA ROBERTO PELAEZ - SEDE PRINCIPAL
AGUADAS;217013001111;INSTITUCION EDUCATIVA VIBORAL;217013001111;INSTITUCION EDUCATIVA VIBORAL - SEDE PRINCIPAL
AGUADAS;217013001111;INSTITUCION EDUCATIVA VIBORAL;217013000017;SEDE VIBORAL
AGUADAS;217013001111;INSTITUCION EDUCATIVA VIBORAL;217013000491;SEDE COLORADOS
AGUADAS;217013001111;INSTITUCION EDUCATIVA VIBORAL;217013000181;SEDE PEÑOLES
AGUADAS;217013001111;INSTITUCION EDUCATIVA VIBORAL;217013000106;SEDE SAN PABLO
AGUADAS;217013001111;INSTITUCION EDUCATIVA VIBORAL;217013000688;SEDE LA BLANQUITA
AGUADAS;217013001111;INSTITUCION EDUCATIVA VIBORAL;217013000700;SEDE LA CASTRILLONA
ANSERMA;117042000561;INSTITUCION EDUCATIVA DE OCCIDENTE;117042000501;ESCUELA ANTONIO JOSE DE SUCRE
ANSERMA;117042000561;INSTITUCION EDUCATIVA DE OCCIDENTE;117042000528;ESCUELA CELMIRA PIEDRAHITA
ANSERMA;117042000561;INSTITUCION EDUCATIVA DE OCCIDENTE;117042000561;INSTITUCION EDUCATIVA DE OCCIDENTE - SEDE PRINCIPAL
ANSERMA;117042000561;INSTITUCION EDUCATIVA DE OCCIDENTE;117042000536;ESCUELA CESAR AGUDELO
ANSERMA;117042000561;INSTITUCION EDUCATIVA DE OCCIDENTE;117042000498;ESCUELA SAN JOSE
ANSERMA;117042000650;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR REBECA SIERRA CARDONA;117042000650;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR REBECA SIERRA CARDONA - SEDE PRINCIPAL
ANSERMA;117042000650;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR REBECA SIERRA CARDONA;117042000465;ANEXA A LA NORMAL
BELALCÁZAR;217088000535;INSTITUCION EDUCATIVA SAN ISIDRO;217088000039;ESCUELA NUEVA BUENAVISTA
BELALCÁZAR;217088000535;INSTITUCION EDUCATIVA SAN ISIDRO;217088000314;ESCUELA EL CRUCERO
BELALCÁZAR;217088000535;INSTITUCION EDUCATIVA SAN ISIDRO;217088000292;ESCUELA LA ROMELIA
BELALCÁZAR;217088000535;INSTITUCION EDUCATIVA SAN ISIDRO;217088000195;ESCUELA NUEVA LA TURQUEZA
BELALCÁZAR;217088000535;INSTITUCION EDUCATIVA SAN ISIDRO;217088000390;ESCUELA NUEVA SAN LUIS
BELALCÁZAR;217088000535;INSTITUCION EDUCATIVA SAN ISIDRO;217088000080;ESCUELA SAN ISIDRO
BELALCÁZAR;217088000535;INSTITUCION EDUCATIVA SAN ISIDRO;217088000535;INSTITUCIÓN EDUCATIVA SAN ISIDRO - SEDE PRINCIPAL
BELALCÁZAR;217088000535;INSTITUCION EDUCATIVA SAN ISIDRO;217088000101;LA HABANA
BELALCÁZAR;217088000535;INSTITUCION EDUCATIVA SAN ISIDRO;217088000381;ESCUELA NUEVA EL SOCORRO
BELALCÁZAR;217088000535;INSTITUCION EDUCATIVA SAN ISIDRO;217088000012;ESCUELA NUEVA LA FLORIDA
BELALCÁZAR;217088000535;INSTITUCION EDUCATIVA SAN ISIDRO;217088000268;ESCUELA LAS DELICIAS
BELALCÁZAR;217088000535;INSTITUCION EDUCATIVA SAN ISIDRO;217088000225;ESCUELA MONTERREDONDO
